infrastructure @ /home/caillot/Documents/Dataset/CARLA_Dataset_B/./I000/
         3123406 function calls (3085231 primitive calls) in 4.389 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.077    0.077 _continuous_distns.py:6(<module>)
      343    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
     1048    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
      627    0.000    0.000    0.006    0.000 re.py:203(sub)
      230    0.000    0.000    0.019    0.000 sre_compile.py:598(_code)
      234    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     1782    0.000    0.000    0.000    0.000 agent.py:93(get_bbox3d)
     4095    0.000    0.000    0.000    0.000 inspect.py:2543(default)
      443    0.000    0.000    0.014    0.000 inspect.py:2851(from_callable)
      507    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       62    0.000    0.000    0.001    0.000 config.py:424(register_option)
      281    0.000    0.000    0.001    0.000 function_base.py:441(add_newdoc)
     1499    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       99    0.000    0.000    0.005    0.000 utils.py:1094(safe_eval)
      205    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       11    0.000    0.000    0.001    0.000 arrayprint.py:871(fillFormat)
       29    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1931    0.000    0.000    0.000    0.000 enum.py:753(value)
     2187    0.000    0.000    0.000    0.000 fromnumeric.py:2499(_amax_dispatcher)
      103    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      157    0.000    0.000    0.000    0.000 arrayprint.py:955(__call__)
     3926    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       99    0.000    0.000    0.000    0.000 agent.py:113(<listcomp>)
        7    0.000    0.000    0.033    0.005 subprocess.py:736(__init__)
      124    0.000    0.000    0.011    0.000 _distn_infrastructure.py:699(_attach_argparser_methods)
       26    0.000    0.000    0.002    0.000 arrayprint.py:465(wrapper)
     1294    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
      443    0.000    0.000    0.015    0.000 inspect.py:3103(signature)
     1583    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
     2079    0.000    0.000    0.000    0.000 bbox.py:22(get_size)
      343    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method gc.collect}
      239    0.000    0.000    0.004    0.000 abc.py:84(__new__)
     1782    0.000    0.000    0.000    0.000 Tmat.py:14(get)
        2    0.000    0.000    0.023    0.011 util.py:102(_findLib_gcc)
  184/137    0.000    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
     1782    0.000    0.000    0.000    0.000 linalg.py:482(_unary_dispatcher)
  289/287    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      279    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.006    0.006 _multivariate.py:4(<module>)
      826    0.000    0.000    0.004    0.000 _decorators.py:387(<genexpr>)
      204    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
      503    0.000    0.000    0.020    0.000 re.py:198(search)
    95/80    0.000    0.000    0.003    0.000 typing.py:347(__getitem__)
  204/186    0.000    0.000    0.005    0.000 typing.py:255(inner)
      379    0.000    0.000    0.000    0.000 _util.py:376(<listcomp>)
      410    0.000    0.000    0.002    0.000 pyparsing.py:1417(copy)
       12    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
       57    0.000    0.000    0.004    0.000 dataclasses.py:375(_create_fn)
      491    0.000    0.000    0.003    0.000 colors.py:120(is_color_like)
      314    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
     1021    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.002    0.002 pyplot.py:2024(_setup_pyplot_info_docstrings)
     2783    0.000    0.000    0.000    0.000 inspect.py:2547(annotation)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      227    0.000    0.000    0.001    0.000 os.py:670(__getitem__)
      230    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
 1181/608    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     1128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
       80    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
       99    0.000    0.000    0.004    0.000 tokenize.py:257(untokenize)
     1260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       99    0.000    0.000    0.001    0.000 format.py:220(read_magic)
      162    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       76    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
     1869    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
      990    0.000    0.000    0.000    0.000 function_base.py:1143(_diff_dispatcher)
      379    0.000    0.000    0.000    0.000 _util.py:381(<listcomp>)
        1    0.000    0.000    0.005    0.005 codata.py:7(<module>)
      160    0.000    0.000    0.010    0.000 _decorators.py:483(__call__)
       25    0.000    0.000    0.006    0.000 std.py:1197(update)
        7    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      100    0.000    0.000    0.006    0.000 std.py:1159(__iter__)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
      393    0.000    0.000    0.000    0.000 os.py:800(fsencode)
     1881    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       99    0.000    0.000    0.000    0.000 format.py:274(descr_to_dtype)
     1696    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     1782    0.000    0.000    0.000    0.000 agent.py:96(get_pose)
      254    0.000    0.000    0.002    0.000 rcsetup.py:358(validate_color_for_prop_cycle)
       11    0.000    0.000    0.210    0.019 base.py:1(<module>)
      141    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
     1125    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      379    0.000    0.000    0.000    0.000 _util.py:395(<dictcomp>)
      460    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        2    0.000    0.000    0.012    0.006 core.py:1(<module>)
      379    0.000    0.000    0.000    0.000 _util.py:398(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3773(get_distribution_names)
        2    0.000    0.000    0.003    0.002 subprocess.py:1815(_communicate)
      507    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
      379    0.000    0.000    0.000    0.000 _util.py:391(<listcomp>)
       36    0.000    0.000    0.003    0.000 __init__.py:1496(_add_data_doc)
       31    0.000    0.000    0.004    0.000 _collections_abc.py:824(update)
      728    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.003    0.003 frame.py:456(DataFrame)
       82    0.000    0.000    0.001    0.000 inspect.py:544(_finddoc)
        1    0.000    0.000    0.153    0.153 pyplot.py:4(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3854(__init__)
      272    0.000    0.000    0.000    0.000 _distn_infrastructure.py:802(<genexpr>)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1829(_parseCache)
        1    0.000    0.000    0.134    0.134 stats.py:19(<module>)
       19    0.000    0.000    0.004    0.000 rcsetup.py:879(validate_cycler)
       43    0.000    0.000    0.001    0.000 dataclasses.py:669(_get_field)
       24    0.000    0.000    0.001    0.000 traceback.py:321(extract)
    73/29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      451    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        7    0.000    0.000    0.020    0.003 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      991    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
       76    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      183    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      990    0.000    0.000    0.000    0.000 arraysetops.py:146(_unique_dispatcher)
       99    0.000    0.000    0.002    0.000 fromnumeric.py:2277(all)
        4    0.000    0.000    0.007    0.002 numeric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 series.py:195(Series)
        1    0.000    0.000    0.013    0.013 pyparsing.py:27(<module>)
      450    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3995(__init__)
      574    0.000    0.000    0.000    0.000 <string>:1(__new__)
      230    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      162    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      455    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        2    0.000    0.000    0.060    0.030 util.py:338(find_library)
      111    0.000    0.000    0.002    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:248(Index)
        1    0.000    0.000    0.002    0.002 accessor.py:134(StringMethods)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:323(<listcomp>)
        5    0.000    0.000    0.008    0.002 utils.py:1(<module>)
       99    0.000    0.000    0.003    0.000 ast.py:30(parse)
       51    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
       52    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
     1048    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        9    0.000    0.000    0.004    0.000 common.py:1(<module>)
       19    0.000    0.000    0.012    0.001 _distn_infrastructure.py:2959(__init__)
       54    0.000    0.000    0.001    0.000 __init__.py:893(_open_file_or_url)
        6    0.000    0.000    0.002    0.000 patches.py:1872(_pprint_styles)
        1    0.000    0.000    0.008    0.008 _axes.py:97(Axes)
      151    0.000    0.000    0.000    0.000 std.py:233(__call__)
      362    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
       11    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       19    0.000    0.000    0.007    0.000 _distn_infrastructure.py:3020(_construct_docstrings)
       51    0.000    0.000    0.001    0.000 __init__.py:1284(getLogger)
      230    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      140    0.000    0.000    0.000    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
        3    0.000    0.000    0.000    0.000 expr.py:281(disallowed)
      778    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      990    0.000    0.000    0.000    0.000 fromnumeric.py:1755(_nonzero_dispatcher)
      237    0.000    0.000    0.000    0.000 os.py:748(encode)
      167    0.000    0.000    0.003    0.000 rcsetup.py:68(f)
      128    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
       17    0.000    0.000    0.003    0.000 enum.py:430(_create_)
       19    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       85    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
       99    0.000    0.000    0.000    0.000 agent.py:125(<listcomp>)
       37    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        1    0.000    0.000    0.807    0.807 __init__.py:35(<module>)
      343    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        3    0.000    0.000    0.059    0.020 generic.py:1(<module>)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
       99    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(all)
       98    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       56    0.000    0.000    0.000    0.000 _decorators.py:442(__call__)
        1    0.000    0.000    0.002    0.002 expr.py:1(<module>)
      150    0.000    0.000    0.012    0.000 cm.py:81(_generate_cmap)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      279    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
    63/11    0.000    0.000    0.002    0.000 pyparsing.py:4032(parseImpl)
      297    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
      364    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      130    0.000    0.000    0.000    0.000 pyplot.py:1772(<genexpr>)
    56/35    0.000    0.000    0.001    0.000 typing.py:187(_subs_tvars)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4425(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:165(_extend_dict)
     1006    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      260    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 generic.py:191(NDFrame)
        1    0.000    0.000    0.002    0.002 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
        2    0.000    0.000    0.016    0.008 util.py:311(_findLib_ld)
        1    0.000    0.000    0.010    0.010 distance.py:1(<module>)
      692    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
      8/4    0.000    0.000    0.000    0.000 _internal.py:568(__dtype_from_pep3118)
       34    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       32    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
     1048    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        7    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
     33/5    0.000    0.000    0.000    0.000 pyparsing.py:3912(streamline)
        1    0.000    0.000    0.008    0.008 multiarray.py:1(<module>)
      252    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        1    0.000    0.000    0.003    0.003 mathtext.py:2838(<listcomp>)
        7    0.000    0.000    0.038    0.005 __init__.py:2(<module>)
       88    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       27    0.000    0.000    0.000    0.000 std.py:1445(format_dict)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3881(leaveWhitespace)
        3    0.000    0.000    0.005    0.002 datetimes.py:1(<module>)
      458    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       18    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      483    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
